// overflow areas start at 449000, with 100 lines for each scenario starting at 
// 449000 + (scenarioNo - 1) * 100

//
// Scenario One
//

446257 "<PURPLE>波律克利托斯：这个疯狂的摄政王会毁了我们所有人。我不知道盟军还会同意跟随他多久。"
446258 "<PURPLE>波律克利托斯：我们占领了第一个港口。帕萨尼亚斯可不会记我们一功。"
446259 "<PURPLE>波律克利托斯：我们占领了中央港口。不管那个猪头帕萨尼亚斯会怎么说，我们都有足够的硬气。"
446260 "<PURPLE>波律克利托斯：又有一个港口被占领了。庆祝这场胜利吧，希腊同袍们，不用管他帕萨尼亚斯如何蔑视你们的勇气。"
446261 "<BLUE>地米斯托克利：我们必须干掉这个斯巴达的疯子。要不以米底主义之名讨伐他？"
446262 "<BLUE>阿里司提戴斯：这座城市已经所剩无几，不值得我们去争夺了。"
446263 "<BLUE>地米斯托克利：我们离卫城很近。准备好打一场硬仗吧，波斯指挥官已经向我们充分展示了他的残暴。"
446264 "<RED>帕萨尼亚斯：这座城是我的！看看这些波斯人如何在我面前瑟缩吧，你们所有人都应该如此。"
446265 "<BLUE>阿里司提戴斯：够了，帕萨尼亚斯：我们再也无法忍受你的不义之举了。我已经和盟友说好了，他们只会支持由雅典领导的联盟。"
446266 "13. 摄政王之怒"
446267 "公元前 478 年，拜占庭"
446268 "希腊人将目光转向了富裕的拜占庭——但由于帕萨尼亚斯表现得像个残暴的霸主，而波斯人又将城中所有值钱的东西付之一炬，拜占庭还有什么值得征服的吗？"
446269 "拜占庭"
446270 "波斯驻军"
446271 "拜占庭商人"
446272 "宙斯圣殿"
446273 "波塞冬圣殿"
446274 "埃阿斯祭坛"
446275 "狄俄尼索斯圣殿"
446276 "阿波罗圣殿"
446277 "阿耳忒弥斯圣殿"
446278 "阿佛洛狄忒祭坛"
446279 "1 区"
446280 "2 区"
446281 "3 区"
446282 "4 区"
446283 "5 区"
446284 "6 区"
446285 "7 区"
446286 "8 区"
446287 "9 区"
446288 "10 区"
446289 "希腊盟军营地"
446290 "赫利俄斯的雕像"
446291 "斯巴达营地"
446292 "仓库"
446293 "雅典卫城"
446294 "- 阻止波斯人摧毁市场。"
446295 "+ 不要让波斯人摧毁<BuildingTarget>市场/港口。\n已失去 <LostBuildings> 座建筑。"
446296 "+ 不要让波斯人摧毁<BuildingTarget>市场/港口。杀死攻击建筑的单位以拯救建筑。\n已失去 <LostBuildings> 个市场/港口。"
446297 "+ 在帕萨尼亚斯之前占领拜占庭的卫城。"
446298 "+ 击败周围的敌方单位，在帕萨尼亚斯之前占领拜占庭的卫城。"
446299 "- 在赫利俄斯雕像离开城市之前夺取它。"
446300 "- 选择由谁接收赫利俄斯雕像：\n向帕萨尼亚斯营地发送闪光，将雕像交给他"
446301 "- 向希腊盟军营地发送信号，将雕像交给波律克利托斯。"
446302 "- 拯救圣殿 (已拯救 <Temple Saved>/7 座圣殿)。"
446303 "- 贸易车和商船的成本减少 50%。-"
446304 "- 船只获得额外护甲。-"
446305 "- 长矛骑兵系获得额外护甲。-"
446306 "- 征兵系获得额外近战护甲。-"
446307 "- 步兵现在可以对骑兵造成额外伤害。-"
446308 "- 所有单位已解锁生命值恢复。-"
446309 "- 增加希腊步兵和将军的生命值。-"
446310 "- 弓兵获得额外的射程。-"
446311 "- 已降低船只成本。-"
446312 "- 步兵获得溅射伤害。-"
446313 "- 将它带到帕萨尼亚斯的城镇中心。"
446314 "- 将它带到你的基地附近波律克利托斯的运输船上。"
446315 "你拯救了一座港口！"
446316 "你拯救了一座市场！"
446317 "你拯救了一座圣殿！"
446318 "一座港口被摧毁了！"
446319 "一个市场被摧毁了！"
446320 "一座圣殿被摧毁了！"
446321 "1. 帕萨尼亚斯怒不可遏，不会再理会你发送的闪光。事实上，你能够料想到他的行为就是这么的反复无常，也帮不上什么忙！\n\n2. 不过，一旦开始对拜占庭发起攻击，你就可以使用闪光来指引盟军舰队。PC：小地图左侧按钮；Xbox：右扳机键 + 方向键 (上)。\n\n3. 这座城市分成好几层，每层之间用城墙和城门分隔开来。当你或你的同盟即将进入新的一层时，波斯人就会开始摧毁那一层里任何重要的资产！"
446322 "+ 准备围攻拜占庭。"
446325 "- 使用闪光为希腊海军指示方向。"
446326 "希腊海军"
446327 "使用闪光为希腊海军指示方向。"
446328 "波斯破坏者"
446329 "拥有赫利俄斯雕像鼓舞了希腊海军的造船者，但帕萨尼亚斯很愤怒！"
446330 "拥有赫利俄斯雕像鼓舞了斯巴达人，他们再次发起猛烈的进攻！"
446331 "<RED>在疯狂的愤怒下，帕萨尼亚斯将会攻击你，持续 %d"
446332 "<b>波斯破坏者<b>\n<hp> <attack> <armor> <piercearmor> <range>"
446333 "<b>波斯指挥官<b>\n<hp> <attack> <armor> <piercearmor> <range>"
446334 "选择由谁接收赫利俄斯雕像："


//
//Scenario Fourteen
//

446400 "<BLUE>阿里司提戴斯：在过去的七年里，提洛作为我们联盟的基地发挥了重要作用。我们尊重这个神圣的地方是理所应当的。"
446401 "<BLUE>地米斯托克利：建造一座纪念碑也能展示我们的实力，这段时间我从盟友那里听到了很多抱怨，这样的展示也许是明智之举。"
446402 "<BLUE>阿里司提戴斯：地米斯托克利，我在想，我们究竟是联盟的领导者，还是帝国的主人呢？一些盟友说要拒绝缴纳贡品。在这种情况下，我们该怎么办？"
446403 "<BLUE>地米斯托克利：我们会从他们那里夺过来的，阿里司提戴斯。"
446404 "<BLUE>阿里司提戴斯：这是好景象啊。或许这是重新评估我们向盟友征收贡品的机会。"
446405 "<RED>纳克索斯岛的军事执政官：希腊同胞们，醒醒吧。这个“提洛同盟”与抗击波斯人无关。雅典人只是想要我们的钱罢了！焚毁他们轻佻的纪念碑，摆脱他们的暴政！"
446406 "<BLUE>地米斯托克利：背信弃义的家伙！这种背信弃义的行为必须严惩。"
446407 "<BLUE>阿里司提戴斯：雅典付出颇多，却要求甚微。"
446408 "<BLUE>阿里司提戴斯：亲爱的盟友们，我们要求并不多。"
446409 "<BLUE>阿里司提戴斯：我们不是暴君，我们只要求一点点。"
446410 "<BLUE>阿里司提戴斯：凡事要适度，就是这样。"
446411 "<BLUE>阿里司提戴斯：正如德尔斐人说的那样，适可而止。"
446412 "<BLUE>阿里司提戴斯：我们只是要求合理的东西，亲爱的盟友们。"
446413 "<BLUE>地米斯托克利：时局艰难，我们需要你们尽可能多地提供支持。"
446414 "<BLUE>地米斯托克利：你们想怎么抱怨就怎么抱怨，只要你们给钱就好。"
446415 "<BLUE>地米斯托克利：我们都必须为共同利益做出牺牲。"
446416 "<BLUE>地米斯托克利：叛军袭击了提洛！"
446417 "<BLUE>地米斯托克利：保护世界奇观！我不会让这些叛乱者愚弄我们！"
446418 "<BLUE>地米斯托克利：保护世界奇观！"
446419 "<BLUE>阿里司提戴斯：在神圣的提洛发生了暴力事件！制止这种行为！"
446420 "<BLUE>阿里司提戴斯：他们想摧毁世界奇观！"
446421 "<BLUE>地米斯托克利：这批贡品将帮助我们恢复雅典昔日的辉煌。被米堤亚人摧毁的城墙比现在以往任何时候都要高。"
446422 "<BLUE>地米斯托克利：如今，财富源源不断地流向雅典。比雷埃夫斯的船坞里回荡着造船匠的吆喝声。在那里，每年都会建造二十艘三列桨座战船。"
446423 "<BLUE>地米斯托克利：有了这些进贡，我们就可以修建从雅典一直延伸到比雷埃夫斯的城墙，确保我们的城市永远不会与港口切断联系。"
446424 "<BLUE>地米斯托克利：看看我为雅典收集的财富！拿去给西门、提谟克勒翁和那些在议会上唠唠叨叨的人瞧瞧。"
446425 "<BLUE>地米斯托克利：就算我能把波塞冬的三叉戟送给雅典，西门也会找到一些事由来批评我。"
446426 "<BLUE>地米斯托克利：距离米堤亚人烧毁我们城市还不到十年，但在我们的努力下，如今的雅典比以往任何时候都更加壮观。"
446427 "<BLUE>阿里司提戴斯：凯阿岛几乎一无所有了，照这样下去，叛乱会一触即发！"
446428 "<BLUE>阿里司提戴斯：基斯诺斯岛几乎耗尽了资源。我担心在绝望之中，他们可能会转而发动叛乱……"
446429 "<BLUE>阿里司提戴斯：帕罗斯岛人的国库几乎空了。很快他们将别无选择，只能造反！"
446430 "<BLUE>阿里司提戴斯：锡罗斯岛难以满足我们的需求。他们很快就会转而发动叛乱！"
446431 "<BLUE>地米斯托克利：凯阿岛叛乱了！我们不能容忍这样的违抗，尤其是在离阿提卡如此之近的地方！"
446432 "<BLUE>地米斯托克利：基斯诺斯岛也背叛了我们！真希望德莱奥庇斯人从未殖民过那块该死的岩石！"
446433 "<BLUE>地米斯托克利：帕罗斯岛人叛变了！没有他们的大理石，我们要如何重建雅典？"
446434 "<BLUE>地米斯托克利：锡罗斯岛现在叛变了？ 这是怎样的背叛啊！"
446435 "<BLUE>阿里司提戴斯：安德罗斯的叛乱已经平息。我将前往他们的狄俄尼索斯圣殿，献上奠酒。"
446436 "<BLUE>阿里司提戴斯：在凯阿岛，我并未看到传说中栖居在那里的宁芙，只看到了无尽的苦难与毁灭。"
446437 "<BLUE>阿里司提戴斯：我们并不想摧毁你们的家园，基斯诺斯岛的人民。我们还清楚记得你们在萨拉米斯战役中的勇敢表现。"
446438 "<BLUE>地米斯托克利：几十年前，米太亚德没能夺取帕罗斯岛。而如今，雅典有更强大之人在领导。"
446439 "<BLUE>阿里司提戴斯：我一直想去锡罗斯岛看看。荷马将其描绘为一个没有疾病、没有饥荒的乐土。可悲的是，我们却以征服者的身份来到这里。"
446440 "<BLUE>阿里司提戴斯：我听说在雅典有些人妒忌你的成就，地米斯托克利。他们应该像我一样，认识到雅典幸而有你这样的人物。"
446441 "<BLUE>地米斯托克利：那些是蛇蝎、骗子。他们是小气、阴险而可悲之人，无法容忍我的成功。如果他们将我赶出我的城市，他们很快就会后悔的。"
446442 "<RED>纳克索斯岛的军事执政官：你们这些暴君！专制者！奴隶主！尽管享用你们帝国的毒果吧，因为众神很快就会惩罚你们的狂妄自大。"
446443 "<BLUE>阿里司提戴斯：他说得对，地米斯托克利，众神不能忍受过度的行为。天啊…我们究竟做了什么？"
446444 "<BLUE>地米斯托克利：卡里斯托斯已经被我们占领了。他们无法抵挡达提斯，又怎么可能抵挡住我们呢？"
446445 "<RED>纳克索斯岛的军事执政官：看吧，雅典人，看神灵是如何惩罚你们的！你们的纪念碑倒塌了，你们的暴政也将覆灭！"
446446 "<BLUE>阿里司提戴斯：这不是联盟，而是一个帝国，我们成了它残酷的统治者。噢，宙斯啊…我愿凿沉每艘船，舍弃每块德拉克马，只为重获一丝荣耀。"
446447 "14. 帝国的果实"
446448 "公元前 471 年，提洛"
446449 "虽然现在雅典人统领着提洛同盟，各个希腊城邦兵强马壮。但一旦这些盟友心怀满，拒绝进贡的那一天，雅典人就知道统治他人的艰难现实。"
446450 "提洛人的国库"
446451 "+ 在提洛的标旗区域建造一个世界奇观。"
446452 "- 在世界奇观提出进贡要求。"
446453 "+ 世界奇观必须存活下来。"
446454 "+ 摧毁纳克索斯岛上的堡垒和城镇中心。"
446455 "+ 摧毁卡里斯托斯的堡垒和城镇中心。"
446456 "- 摧毁叛变盟友的堡垒，重新征服他们。"
446457 "要求少量贡品"
446458 "选择<b>少量贡品<b>\n在盟友进贡时，向他们索取少量黄金。盟友发起叛乱的可能性会更低。"
446459 "要求适量贡品"
446460 "选择<b>适量贡品<b>\n在盟友进贡时，向他们索取适量黄金。盟友有中等几率发动叛乱。"
446461 "要求大量贡品"
446462 "选择<b>大量贡品<b>\n在盟友进贡时，向他们索要大量黄金。一味索取大量贡品将导致发生叛乱的几率很高。"
446463 "- 设定要求进贡少量贡品。-"
446464 "- 设定要求进贡适量贡品。-"
446465 "- 设定要求进贡大量贡品。-"
446466 "- 纳克索斯岛发生了叛乱！-"
446467 "- 凯阿岛发生了叛乱！-"
446468 "- 卡里斯托斯发生了叛乱！-"
446469 "- 安德罗斯发生了叛乱！-"
446470 "- 基斯诺斯岛发生了叛乱！-"
446471 "- 帕罗斯岛发生了叛乱！-"
446472 "- 锡罗斯岛发生了叛乱！-"
446473 "- 保护世界奇观！-"
446474 "+ 在倒计时结束前，在提洛的标记区域建造一个世界奇观。"
446475 "+ 在倒计时结束前，在世界奇观处设置进贡要求。"
446476 "<BLUE>建造世界奇观剩余时间：%d"
446477 "<BLUE>设置进贡要求剩余时间：%d"
446478 "进贡等级：低"
446479 "进贡等级：中"
446480 "进贡等级：高"
446481 "<BLUE>进贡要求可以在 %d 后更改"
446482 "叛乱的几率：<Betray Chance>%"
446483 "纳克索斯岛、卡里斯托斯和安德罗斯已叛变！" 
446484 "1. 在本剧本开始时，所有其他玩家都是你的同盟。\n\n2. 这张地图上的黄金非常有限。你将不得不依赖同盟的进贡。你可以在世界奇观处设置进贡等级，世界奇观必须在提洛建造。进贡等级越高，同盟叛变的风险就越大。"
446485 "+ 击败卡里斯托斯 (摧毁他们的堡垒)。"
446486 "+ 击败纳克索斯岛 (摧毁他们的堡垒)。"
// this is the overflow area from 15 - be careful to avoid overlaps if you extend this
446514 "<BLUE> 建造世界奇观，并在 %d 之内提出进贡要求"
446515 "+ 在倒计时结束前建造世界奇观，并在世界奇观处提出进贡要求。"
446516 "你可以在世界奇观处提出进贡要求。"
446517 "你必须在接下来的 2 分钟内设置进贡要求。选择世界奇观，然后选择一个选项。如果在接下来的 2 分钟内未设置进贡，则进贡要求将被自动设为适量。"
446518 "已设定适量进贡要求。"
// this (above) was overflow from 15 be careful of overlaps!

//
//Scenario Fifteen
//

446600 "<BLUE>伯里克利：所有人都进城，回到城中去！"
446601 "<BLUE>阿斯帕西娅：虽然人们暂时安全了，但当他们被关在这里，眼看着农田被烧焦，一定很快就会心生不满。亲爱的，你必须竭尽全力掌握住权力，雅典需要你。"
446602 "<AQUA>克里昂：你把我们的民众关了起来，他们就像是受到惊吓的羔羊！他们很快就会对你的懦弱忍无可忍。伯里克利，当我取代你的位置后，雅典将会一路血洗到斯巴达。"
446603 "<BLUE>伯里克利：斯巴达人又回来侵扰我们的农田了！如果你们还想活命的话，就赶紧回到城里！"
446604 "<BLUE>伯里克利：斯巴达人又来侵占我们的农田了！收拾好东西和牲畜，能带多少算多少，然后撤回到城里！"
446605 "<BLUE>伯里克利：斯巴达人又回来践踏我们的土地了！回到城里去，否则我无法保证你们的安全。"
