IDS_SCENARIO_GAISERIC "盖塞里克 (406)"
397729 "将马匹带到营地篝火处可以装备蒙古突骑。无论找到什么样的马，带到篝火处即可装备这些熟练的骑射手。"
397730 "蔑儿乞把铁木真的妻子掳到了他们的营地，将她囚禁在最大的蒙古包里。"
397731 "蒙古人以劫掠为生。劫掠敌军营地，收缴动物作为食物。马匹可用于装备蒙古突骑。"
397732 "摧毁敌方蒙古包可以获取黄金，摧毁大型蒙古包可以俘虏村民。"
397733 "总有一天，铁木真的实力会强大到可以袭击那些定居的王国，劫掠更多战利品！"
397734 "<ORANGE>札木合：干得漂亮，兄弟！趁着更多蔑儿乞人还没来到之前，让我们赶紧将孛儿帖带到安全的地方！"
397735 "<BLUE>王汗：愿天神眷顾你，铁木真。我也会眷顾那些效忠于我的人。把这个拿给你的子民，带领你的部落重振荣光。"
397736 "举办库里姆 (宴会之意) 虽然能够提升铁木真的实力，但会消耗黄金。选择你的蒙古包，用王汗赐予你的黄金来举办库里姆。"
397737 "强大的可汗必然慷慨。每举办一场库里姆，氏族就可以支持更多战士，你也会收到英雄和资源等其他好处。"
397738 "铁木真只有通过举办库里姆，有朝一日才能举办忽里勒台大会 (部落大聚会)，并被推选为大汗。"
397739 "<ORANGE>札木合：我该回到自己的氏族了，铁木真。愿我们永远信守誓言，做一辈子的结拜兄弟。"
397740 "铁木真梦想着能够统一各个部落，不过他距离被推选为大汗还有很长的路要走。"
397741 "他需要削弱敌对部落的实力，举办库里姆来增强自身实力，甚至可能还要袭击定居的王国…"
397742 "改变外交政策以攻击敌对部落。"
397743 "令人闻风丧胆的蒙古突骑归入了铁木真麾下。将马匹带到营地篝火处即可以装备这些强大的骑射手。"
397744 "村民可以收集木材和食物，并将这些资源带到铁木真的蒙古包里。他们还可以建造伐木场、磨坊和其他建筑。"
397745 "可汗要保护自己的子民。铁木真一定要保护好他的村民，因为只有通过袭击大型蒙古包才能获得村民。"
397746 "札木合倒下了！他回到了铁木真的蒙古包中疗伤。"
397747 "铁木真倒下了！他回到了自己的蒙古包中疗伤。"
397748 "部落的人们为铁木真的慷慨而庆祝，铁木真的实力也在不断壮大。"
397749 "孛儿帖的死让铁木真伤心欲绝。他怀着丧妻之痛退回到荒野之地，自此销声匿迹。"
397750 "+ 向克烈部的王汗寻求帮助。"
397751 "+ 摧毁蔑儿乞部的大型蒙古包，解救孛儿帖。"
397752 "+ 将马匹带到火堆旁以培养蒙古突骑。"
397753 "+ 将孛儿帖带到你的蒙古包。"
397754 "+ 选择你的蒙古包来举办库里姆。"
397755 "- 再举办 <Remaining Khurim> 场库里姆以召开忽里勒台。"
397756 "请选择下列其中一项："
397757 "+ 击败蔑儿乞部、鞑靼人、克烈部和乃蛮部。"
397758 "+ 击败西夏和大金。"
397759 "- 将铁木真带到大帐处。"
397760 "+ 大帐不能被摧毁。"
397761 "虽然铁木真已经有了孛儿帖这位正室，可唯有娶更多妾室他才能让各部落之间相安无事。一些附近部落的可汗纷纷提议把自己的女儿嫁给他。"
397762 "将铁木真带到其中一位公主那里即可娶她为妻。 "
397763 "克烈部的王汗派了自己的女儿请求联姻。"
397764 "鞑靼汗派了自己的女儿请求联姻。"
397765 "乃蛮部的塔阳汗派了自己的女儿请求联姻。"
397766 "- 将铁木真带到其中一位可汗处再迎娶一位妻子。"
397767 "铁木真娶了王汗的女儿为妻，为他的部落和克烈部之间带来了和平。"
397768 "铁木真娶了鞑靼可汗的女儿为妻，为他的部落程鞑靼人之间带来了和平。"
397769 "铁木真娶了塔阳汗的女儿为妻，为他的部落和乃蛮部之间带来了和平。"
397770 "其他可汗的联姻请求已撤回。"
397771 "一名村民出现在了铁木真的蒙古包处。 "
397772 "受战事影响，一个部落的联姻请求已撤回。"
397773 "<BLUE>王汗：正如你效忠于我一样，我效忠于大金。弱者在强者面前唯有俯首称臣。我命你率领你的部落去袭击鞑靼人，因为他们与金朝为敌。"
397774 "王汗是大金的附庸国，大金是大金可汗统治的东方帝国。金朝一直在命令王汗及其的盟友与鞑靼人开战。"
397775 "无视王汗的要求，或更改外交政策以攻击鞑靼人。"
397776 "<BLUE>王汗：大金很慷慨，我也如此。从鞑靼人那里劫掠的战利品你就自己留着吧，另外这份礼物也一起拿着。"
397777 "<BLUE>王汗：西夏的党项人是大金的对手。金可汗命我们率领骑兵去对付他们。"
397778 "西夏统治着南方的王国。更改外交政策，派遣突袭远征队前往西夏。"
397779 "<GREY>札木合：你打破了各部落之间的平衡，违背了我们的传统。我竟然和你这样的人结拜为兄弟，真是让我羞愧难当。"
397780 "铁木真不断壮大的实力打破了各部落之间的平衡。许多战士转投札木合，札木合承诺会帮助较弱的氏族恢复实力。"
397781 "札木合在其他部落找到了盟友。现在他们与铁木真变为敌对关系。"
397782 "<GREY>札木合：铁木真，一山怎能容下二虎。请让我死得有尊严些。"
397783 "虽然札木合已死，可是手下这些反对铁木真的部落依然充满敌意。这场战争使得铁木真得以师出有名，一举歼灭眼前所有的敌人，彻底征服草原。"
397784 "<BLUE>王汗：铁木真，你让你的父亲蒙羞。他明白毫无节制的杀戮和贪婪并不能实现和平。我的人民将为了自由而跟你战斗到底。"
397785 "鞑靼人担心铁木真日益增强的实力会威胁到自己，于是对他领导的蒙古部族发动了战争。"
397786 "乃蛮部担心铁木真日益增强的实力会威胁到自己，于是对他领导的蒙古部族发动了战争。"
397787 "术赤"
397788 "察合台"
397789 "窝阔台"
397790 "拖雷"
397791 "铁木真的长子术赤已经长大成人。虽然他比他父亲更加温和，但军阀终究还是军阀，他在战场上的用兵之道让他父亲倍感骄傲。"
397792 "一位新英雄加入了铁木真的队伍。与铁木真不同，这些英雄在战斗中倒下之后无法重生。"
397793 "铁木真的次子察合台已经到了带兵打仗的年纪。他忠于长生天，祖宗之法给予了他的强大力量。"
397794 "铁木真的三儿子窝阔台已经长大成人。他是一名慷慨且有魅力的军阀，当铁木真去世后，他将成为他父亲当之无愧的继任者。"
397795 "铁木真最小的儿子拖雷已经成年。他谨小慎微的性情并不适合草原，但他族人的志向并不在草原上，而是在远在他乡的龙椅之上。"
397796 "一位新英雄加入了成吉思汗的队伍。与成吉思汗不同，这些英雄在战斗中倒下之后无法重生。"
397797 "术赤的死给铁木真的命运蒙上了阴影。术赤的儿子们原本打算在西方白人的土地上建立金帐汗国。现在这一使命落到了其他人的肩上。"
397798 "术赤已战死！"
397799 "察合台的死给铁木真的命运蒙上了阴影。忠心的察合台志在效仿先祖一统中亚草原。现在这一使命落到了其他人的肩上。"
397800 "察合台已战死！"
397801 "窝阔台的死给铁木真的命运蒙上了阴影。窝阔台本该继承其父亲成为大汗，统领部落，征服世界的尽头。现在这一使命落到了其他人的肩上。"
397802 "窝阔台已战死！"
397803 "拖雷的死给铁木真的命运蒙上了阴影。拖雷的儿子们原本想着征服地球，统治世界上的所有伟大帝国。现在这一使命落到了其他人的肩上。"
397804 "拖雷已战死！"
397805 "随着最后一次库里姆的举办，铁木真的声望超过了草原上的其他可汗。他将在斡难河河畔的大帐篷内举行忽里勒台大会，这是各部落齐聚的盛会。"
397806 "将铁木真带到草原中央的大帐处，以召开忽里勒台。"
397807 "虽然铁木真为了征服蒙古掀起了一股腥风血雨，但各部落最终还是团结了起来。"
397808 "蒙古各地的战士纷纷投到铁木真的九旄大纛麾下服役。他们将组建一支军队，踏遍世上的每一寸土地，征服道路上的一切阻碍。"
397809 "虽然那些故步自封的王国只有边境的哨站遭到了铁木真部落的严重破坏，但这次胜利向长期争斗不断的部落带来了启示：未来在草原之外，与大汗同在。"
397810 "成吉思汗倒下了！他回到了大帐中疗伤。"
397811 "成吉思汗出现在了大帐处。"
397812 "大汗帐篷"
397813 "使用大汗帐篷来训练精锐蒙古突骑。"
397814 "铁木真的步弓手在战斗中磨练了他们的技能，现在射击更精准了。"
397815 "---已研究弹道学。---"
397816 "在城镇的废墟中，铁木真的蒙古部落揭开了化学的神秘面纱。"
397817 "---已研究化学。---"
397818 "在斡难河河畔，铁木真举行了忽里勒台大会，这是各部落齐聚的盛会，他被推举为大汗，即成吉思汗。"
397819 "大帐的倒下摧毁了铁木真作为大汗的合法性。他建立的草原帝国化为尘土。"
397820 "党项人统治着这个叫做西夏的王国。虽然最初是来自山麓的游牧民族，但他们借鉴了臣民的生活方式，过上了定居者一样的生活。"
397821 "他们也比草原上的游牧民族更富裕..."
397822 "摧毁西夏建筑可获得大量黄金以及食物和木材。"
397823 "女真部落建立了由金可汗统治的大金。即使他们已经借鉴了臣民的生活方式，但仍然保有令人畏惧的骑兵。"
397824 "摧毁金国建筑可获得大量黄金以及食物和木材。"
397825 "你开始了自由游戏。完成游戏后，可以在世界奇观宣告胜利 (特殊科技) 来退出剧本。"
397826 "自由游戏：在世界奇观宣告胜利即可退出剧本。"
397827 "你已经开始自由游戏。完成游戏后，可以在世界奇观宣告胜利来退出剧本。"
397828 "西夏人的信心随着边境战事的失利而崩塌。他们很快便会向大汗称降纳贡。"
397829 "铁木真让这个所谓的大金金可汗感到恐惧。在金帝国边境取得的胜利为蒙古铁蹄征服更广阔的领土开辟了道路..."
397830 "铁木真对绑架他妻子波尔特的梅尔基特人进行了迅猛而残酷的报复。"
397831 "克烈人被铁木真的部落彻底摧毁。为数不多的幸存者四散在草原之上，加入了臣服于大汗的各个部落。"
397832 "铁木真打败了乃蛮部氏族，但他没有取得最终胜利。一位名叫屈出律的乃蛮部王子将逃脱大汗的掌控，并找到一个强大的盟友来对抗铁木真。"
397833 "但这又是另一个故事了..."
397834 "铁木真歼灭了鞑靼人，正是这些凶残的宵小之辈在他年轻时杀死了他的父亲。"
397835 "库里姆"
397836 "举办<b>库里姆<b> (<cost>)\n一场丰盛的宴会，可以吸引追随者前来，还能提升铁木真的名望。"
397837 "- 选择攻击鞑靼人。"
397838 "- 扫荡西夏建筑。"

// Temujin (1185)

399051 "13 世纪初，一位旅行家奉当时花剌子模强大的沙阿王之命，从遥远的波斯来到了大金帝国位于中国北部的都城中都，并与大金皇帝签订条约。"
399052 "接近中都时，他看到远处有一座白色的山颇为壮观，于是询问向导这座山叫什么名字。"
399053 "向导告诉旅行家：“此山并非真的山，乃用中都人的骨头垒砌而成。“"
399054 "这就是大金的宿命，也是蒙古铁骑所到之处许多其他民族的宿命。蒙古人从开阔的草原南下，以摧枯拉朽之势推翻了一座座帝国。"
399055 "可是，这股从俄罗斯一直席卷征服日本海岸的强大力量又是如何从蛮荒的蒙古草原上产生的呢？这股意外势力的崛起全都要归功于一个被背叛和爱情驱使的男人。"
399056 "铁木真作为一方雄主的后裔，相传他出生时手中抓着一个血块，预示着他将主掌生杀大权。在他还是个孩子的时候，他的父亲被一个狡诈的鞑靼人部落刺杀。铁木真和他的家族被迫流亡。"
399057 "他们在铁木真已故父亲曾经的结拜兄弟王汗的保护下才得以幸存下来，王汗是一支名为克烈的蒙古部落的首领。"
399058 "在成年之后，铁木真迎娶了孛儿帖为妻，这是为数不多却依旧效忠于铁木真家族的其中一个部落的女儿。可就在新婚几个月之后，孛儿帖就被敌对部落蔑儿乞掳走了。"
399059 "这名痛失新婚妻子的蒙古小伙子自此发奋图强，他战胜了一个个对手，统一了草原上的各个部落，并开启了征服世界之路。"
399061 "这个年少时在贫困之中度日的男人统一了蒙古各部落并继承大汗之位，成长为统领 70,000 名草原战士的无可争议的统治者，所到之处无人能敌。"
399062 "这场出人意料的胜利只是铁木真传奇一生的序幕。"
399063 "在南边，西夏、大金和宋朝虽然国库充裕，可连年不断的战事却让它们的国力日渐式微。在西边，一位名叫屈出律的乃蛮部首领之子依然是大汗眼中的叛徒，而且获得了西辽国的援助；西辽国则是铁木真新建帝国强有力的对手。"
